source,category,url,scraped_at,scrape_run_id,title,price,currency,availability,location,posted_at,brand_guess,model_guess,mpn_guess,http_status,response_time_ms
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/vand-laptop-acer-aspire-3750zg/96d81g2df7fh7e3918i03de0idgh4i5i.html,2026-03-02T21:21:22.086899+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,Vând laptop Acer Aspire 3750ZG,400.00,RON,,"Bucuresti, Sector 3",2026-03-02T22:55:30+00:00,ACER,3750ZG,SHOW-PHONE-NUMBER,200,312
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/vand-laptop-asus/i7g2ei4792277663d7h2i410hgg78ed6.html,2026-03-02T21:21:25.807280+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,vand laptop asus,500.00,RON,,"Bucuresti, Sector 3",2026-03-02T21:26:16+00:00,ASUS,,SHOW-PHONE-NUMBER,200,384
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/vand-laptop-samsung-book-4/f202ih7455gf757fe90802g76d21hhf8.html,2026-03-02T21:21:29.700448+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,vand Laptop Samsung Book 4,2000.00,RON,,"Ilfov, Rosu",2026-03-02T19:50:19+00:00,SAMSUNG,,SHOW-PHONE-NUMBER,200,391
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/vand-leptop-hp-pavilion-g7-17-3-inci-amd-a4-1900ghz-3350m-ddr-3-8g-hdd-500g/e76fi2h99di4777fdd300gg519e57h63.html,2026-03-02T21:21:33.485809+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,"Vand -Leptop-HP-Pavilion g7-17,3 inci-AMD-A4-1900Ghz-3350M-DDR-3-8G-HDD-500G",350.00,RON,,Galati,2026-03-02T21:29:12+00:00,HP,1900GHZ-3350M,LEPTOP-HP-PAVILION,200,435
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/vand-macbook-air-13-m4-nou/1274d2d7g5967e312e1eg8h754gg00if.html,2026-03-02T21:21:35.364632+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,vand Macbook Air 13 M4 NOU,4150.00,RON,,"Ilfov, Rosu",2026-03-02T19:52:04+00:00,APPLE,Macbook Air 13,SHOW-PHONE-NUMBER,200,145
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/asus-zenbook/4hh4he5e5d627i01d7h9dh4f241258ih.html,2026-03-02T21:21:45.158490+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,Asus Zenbook,2000.00,RON,,Galati,2026-03-02T18:02:47+00:00,ASUS,,DCI-P3,200,398
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/baterie-laptop-asus-x451m-33w-11-25v/395e3dh45g0971g029643f8i2d936219.html,2026-03-02T21:21:48.129937+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,"Baterie Laptop Asus X451M 33W , 11.25V",130.00,RON,,"Brasov, Rasnov",2026-03-02T19:32:28+00:00,ASUS,X451M,LI-ION,200,442
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/dell-pro-max-tower-t2-intel-core-ultra-7/f4g07i017i217gh2dh55fe231217d6e5.html,2026-03-02T21:21:54.649356+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,Dell pro max tower t2 Intel core ultra 7,4600.00,RON,,"Bihor, Beius",2026-03-02T19:06:34+00:00,DELL,,,200,576
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/display-laptop-toshiba-satellite-l300-15-6/12gd7ge8ghed7fg1digfif9d8h149ihe.html,2026-03-02T21:21:57.388376+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,"Display Laptop TOSHIBA Satellite L300 15.6 """,160.00,RON,,"Brasov, Rasnov",2026-03-02T19:32:24+00:00,TOSHIBA,,SHOW-PHONE-NUMBER,200,577
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/hp-pavilion-14-cu-windows-11-home/8ie454g3dhh871e21ge676058d6eiddg.html,2026-03-02T21:21:59.360913+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,HP Pavilion 14 cu Windows 11 Home,1500.00,RON,,"Timis, Timisoara",2026-02-25T15:40:10+00:00,HP,,14-EC1008NQ,200,185
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/laptop-asus-cu-procesor-i7-ssd-si-card-video/81e01fh4h1317h9i1he64f5g9398818i.html,2026-03-02T21:22:02.894920+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,"Laptop Asus cu procesor i7, SSD si card video",950.00,RON,,"Bucuresti, Sector 5",2026-03-02T19:39:20+00:00,ASUS,,I7-6500U,200,234
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/laptop-asus-zenbook-13-oled-win-11/e18132ee0h497425d55552529dg5d6ig.html,2026-03-02T21:22:06.506422+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,"Laptop Asus Zenbook 13 OLED, Win 11",1600.00,RON,,"Bihor, Oradea",2026-03-02T18:14:08+00:00,ASUS,Zenbook 13,SHOW-PHONE-NUMBER,200,575
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/laptop-de-gaming-erazer/1fieg0h74eef73g1290f3eie4idi30fh.html,2026-03-02T21:22:08.752470+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,Laptop de gaming Erazer,3600.00,RON,,"Bucuresti, Sector 4",2026-02-25T14:48:28+00:00,,,SHOW-PHONE-NUMBER,200,160
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/laptop-dell-i7-4510u/igd413if3e777g1412ddd6gg1998741f.html,2026-03-02T21:22:10.806671+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,Laptop Dell i7 4510U,800.00,RON,,"Prahova, Ploiesti",2026-03-02T19:01:07+00:00,DELL,4510U,I7-4510U,200,134
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/laptop-hp-business/5e503d3e2ff37i1ieef92f385f3f6i22.html,2026-03-02T21:22:15.889008+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,Laptop HP Business,800.00,RON,,"Salaj, Simleu Silvaniei",2026-02-25T10:19:10+00:00,HP,,,200,146
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/laptop-hp-chrome/36d03if7h1i67d4fdgfd182fifi8i0i4.html,2026-03-02T21:22:18.665445+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,Laptop HP chrome,380.00,RON,,"Gorj, Targu Jiu",2026-03-02T19:39:53+00:00,HP,,SHOW-PHONE-NUMBER,200,249
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/laptop-lenovo-15-6-thinkpad-l590-pentru-componente/17f32341i3f574192h695740d53f42fg.html,2026-03-02T21:22:21.135946+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,Laptop LENOVO 15.6'' ThinkPad L590 pentru componente.,100.00,RON,,"Bucuresti, Sector 3",2026-03-02T18:48:45+00:00,LENOVO,ThinkPad L590,I5-8265U,200,147
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/laptop-lenovo-i7-5500u/e10i8ifei5587dif2i5h443e25285311.html,2026-03-02T21:22:24.576648+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,Laptop Lenovo i7 5500U,1000.00,RON,,"Prahova, Ploiesti",2026-03-02T19:00:58+00:00,LENOVO,5500U,I7-5500U,200,148
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/laptop-lenovo-y520/159628ee72e67i142hg0871f17543hf2.html,2026-03-02T21:22:28.304369+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,Laptop Lenovo y520,1000.00,RON,,"Timis, Timisoara",2026-03-02T17:53:18+00:00,LENOVO,,SHOW-PHONE-NUMBER,200,575
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/lenovo-b51-80-i5-6200u-1tb-8gb-radeon-r5-m330-2gb-fullhd/g00eh1g7hd18769f1543dhhfd15467fg.html,2026-03-02T21:22:31.030868+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,"Lenovo B51-80 i5-6200U, 1TB 8GB Radeon R5 M330 2GB FullHD",1000.00,RON,,"Bucuresti, Sector 4",2026-03-02T18:08:14+00:00,LENOVO,I5-6200U,B51-80,200,446
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/lenovo-yoga-pro-9-16-inch-32gb-rtx-4050-16imh9/e66gi25d9fe878h6e85e8ef3de3h3422.html,2026-03-02T21:22:32.862189+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,Lenovo Yoga Pro 9 16 inch - 32GB - RTX 4050 - 16IMH9,6849.00,RON,,"Cluj, Cluj-Napoca",2026-03-02T16:48:31+00:00,LENOVO,16IMH9,DCI-P3,200,137
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/msi-18-raider-a18-hx-a9w-gaming-laptop/df86g0e7522970ied4ei2gg833hh95e2.html,2026-03-02T21:22:35.302129+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,MSI 18 Raider A18 HX A9W Gaming Laptop,6534.00,RON,,"Bucuresti, Sector 1",2026-03-02T17:57:58+00:00,MSI,,,200,130
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/vand-hp-elitebook-850-g4-15-6-lte-4g/08387837435i7h8i1e62d2gh5h397e87.html,2026-03-02T21:22:43.518895+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,"Vând HP Elitebook 850 G4, 15.6"", LTE 4G",1000.00,RON,,Hunedoara,2026-03-02T19:00:07+00:00,HP,Elitebook 850 G4,I7-7500U,200,141
publi24,laptopuri,https://www.publi24.ro/anunturi/electronice/laptop/anunt/vand-laptop-dell-inspiron-n7110/d0i7049523667353e8fhe3f82h29i968.html,2026-03-02T21:22:47.377799+00:00,32d2e2d3-c672-490d-8955-1f54a42cfa6f,Vand laptop Dell Inspiron N7110,450.00,RON,,"Mehedinti, Drobeta-Turnu Severin",2026-03-02T18:52:15+00:00,DELL,N7110,SHOW-PHONE-NUMBER,200,585
